"","sample_id","sample","tech","site","sample_type","Hash","nReads","reason","rank","taxon"
"358","SS19-059-c","SS19-059",3,"Dungeness Spit","whole crab","92c08905704ef4591fcbc22340ae7a84dcf1edeb",13,"missing",NA,NA
"359","SS19-059-c","SS19-059",3,"Dungeness Spit","whole crab","eef9d39f082da926d4c85b94ab764c57334fd899",14,"incidental ingestion","species","Skeletonema menzelii"
"360","SS19-059-c","SS19-059",3,"Dungeness Spit","whole crab","d36f1d8b894dba3feb9aab3a5d8eee43d07a6df8",8,"missing",NA,NA
"361","SS20-184-a","SS20-184",1,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",38420,"predator DNA","species","Carcinus maenas"
"362","SS20-184-b","SS20-184",2,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",34498,"predator DNA","species","Carcinus maenas"
"363","SS20-184-b","SS20-184",2,"Drayton Harbor","whole crab","f44554ad035b01f44bfa4b4ce67e43e8f9c67025",6,"predator DNA","species","Carcinus maenas"
"364","SS20-184-c","SS20-184",3,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",29731,"predator DNA","species","Carcinus maenas"
"365","SS20-188-a","SS20-188",1,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",20337,"predator DNA","species","Carcinus maenas"
"366","SS20-188-a","SS20-188",1,"Drayton Harbor","whole crab","af16bf2f97c583b1ded277f88daace8aa697e979",2,"missing",NA,NA
"367","SS20-188-a","SS20-188",1,"Drayton Harbor","whole crab","6a705e6bfcd1bc7210ec071b8eb8e091595c0cda",28,"missing",NA,NA
"368","SS20-188-b","SS20-188",2,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",20843,"predator DNA","species","Carcinus maenas"
"369","SS20-188-b","SS20-188",2,"Drayton Harbor","whole crab","a4c1094b86c58198ccdb5f9451dd874eb5cd317c",2,"missing",NA,NA
"370","SS20-188-b","SS20-188",2,"Drayton Harbor","whole crab","f0ac20495fe6719db397e97f38b6074e2dc44d69",2,"non-target DNA","order","Hypocreales"
"371","SS20-188-b","SS20-188",2,"Drayton Harbor","whole crab","d1f17c138fd81099e0625a25ceaab2dc872441b7",9,"missing",NA,NA
"372","SS20-188-c","SS20-188",3,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",32765,"predator DNA","species","Carcinus maenas"
"373","SS20-188-c","SS20-188",3,"Drayton Harbor","whole crab","f80c71e33339c6a16bcce1ad39d1f7b6e83419b2",8,"missing",NA,NA
"374","SS20-188-c","SS20-188",3,"Drayton Harbor","whole crab","92c08905704ef4591fcbc22340ae7a84dcf1edeb",4,"missing",NA,NA
"375","SS20-191-a","SS20-191",1,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",32978,"predator DNA","species","Carcinus maenas"
"376","SS20-191-a","SS20-191",1,"Drayton Harbor","whole crab","88808c212aba563b539504c1d48c871cf7faa9bd",41,"predator DNA","species","Carcinus maenas"
"377","SS20-191-a","SS20-191",1,"Drayton Harbor","whole crab","245984f52208cb4e1405e89d21f4273c723f23e5",33,"predator DNA","species","Carcinus maenas"
"378","SS20-191-a","SS20-191",1,"Drayton Harbor","whole crab","ad7c17f622104dcaa57c76757dac23063387c073",14,"predator DNA","species","Carcinus maenas"
"379","SS20-191-a","SS20-191",1,"Drayton Harbor","whole crab","af16bf2f97c583b1ded277f88daace8aa697e979",39,"missing",NA,NA
"380","SS20-191-a","SS20-191",1,"Drayton Harbor","whole crab","dd39321bcb93467e907816e5139b76f32d9143f1",4,"predator DNA","species","Carcinus maenas"
"381","SS20-191-a","SS20-191",1,"Drayton Harbor","whole crab","ca281d845bf44275d58a54d46698e606853a293e",29,"retained","species","Promesostoma dipterostylum"
"382","SS20-191-a","SS20-191",1,"Drayton Harbor","whole crab","f4010b4734e13f3f9c722d154618fab6d4151b65",7,"non-target DNA","order","Euamoebida"
"383","SS20-191-b","SS20-191",2,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",37263,"predator DNA","species","Carcinus maenas"
"384","SS20-191-b","SS20-191",2,"Drayton Harbor","whole crab","245984f52208cb4e1405e89d21f4273c723f23e5",19,"predator DNA","species","Carcinus maenas"
"385","SS20-191-b","SS20-191",2,"Drayton Harbor","whole crab","66baf62fa9d82254a050652e2c3e4147b20cef31",33,"predator DNA","species","Carcinus maenas"
"386","SS20-191-b","SS20-191",2,"Drayton Harbor","whole crab","af16bf2f97c583b1ded277f88daace8aa697e979",17,"missing",NA,NA
"387","SS20-191-b","SS20-191",2,"Drayton Harbor","whole crab","dd39321bcb93467e907816e5139b76f32d9143f1",3,"predator DNA","species","Carcinus maenas"
"388","SS20-191-b","SS20-191",2,"Drayton Harbor","whole crab","93b1a402f944324962d7a939035eb04753ead8b7",19,"in control","species","Homo sapiens"
"389","SS20-191-b","SS20-191",2,"Drayton Harbor","whole crab","8a65cb2ccd9672e670446558379b7aab2ede78d2",16,"incidental ingestion","species","Euchlanis dilatata"
"390","SS20-191-b","SS20-191",2,"Drayton Harbor","whole crab","5269779039a6ba7fbac326fec2b62bed8d87cfe4",12,"missing",NA,NA
"391","SS20-191-c","SS20-191",3,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",32877,"predator DNA","species","Carcinus maenas"
"392","SS20-191-c","SS20-191",3,"Drayton Harbor","whole crab","f44554ad035b01f44bfa4b4ce67e43e8f9c67025",27,"predator DNA","species","Carcinus maenas"
"393","SS20-191-c","SS20-191",3,"Drayton Harbor","whole crab","af16bf2f97c583b1ded277f88daace8aa697e979",2,"missing",NA,NA
"394","SS20-191-c","SS20-191",3,"Drayton Harbor","whole crab","dd39321bcb93467e907816e5139b76f32d9143f1",7,"predator DNA","species","Carcinus maenas"
"395","SS20-191-c","SS20-191",3,"Drayton Harbor","whole crab","fdcab6d346534efd72785dd8f4b4912d8cea3dad",21,"predator DNA","species","Carcinus maenas"
"396","SS20-191-c","SS20-191",3,"Drayton Harbor","whole crab","563f4d8a04c8285f26d8fbfebdd3e83e8d6a543d",4,"missing",NA,NA
"397","SS20-221-a","SS20-221",1,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",31835,"predator DNA","species","Carcinus maenas"
"398","SS20-221-a","SS20-221",1,"Drayton Harbor","whole crab","88808c212aba563b539504c1d48c871cf7faa9bd",15,"predator DNA","species","Carcinus maenas"
"399","SS20-221-a","SS20-221",1,"Drayton Harbor","whole crab","66baf62fa9d82254a050652e2c3e4147b20cef31",16,"predator DNA","species","Carcinus maenas"
"400","SS20-221-a","SS20-221",1,"Drayton Harbor","whole crab","ad7c17f622104dcaa57c76757dac23063387c073",7,"predator DNA","species","Carcinus maenas"
"401","SS20-221-a","SS20-221",1,"Drayton Harbor","whole crab","001dda642211b135c603f7139e5e3061b31b42aa",8,"missing",NA,NA
"402","SS20-221-a","SS20-221",1,"Drayton Harbor","whole crab","f5951eb6aecb5c3e55a94462bdd5503e6ce0421c",28,"predator DNA","species","Carcinus maenas"
"403","SS20-221-a","SS20-221",1,"Drayton Harbor","whole crab","727ebe297406de098a3f10af354f76a46ebb0473",6,"missing",NA,NA
"404","SS20-221-a","SS20-221",1,"Drayton Harbor","whole crab","efde84ff5c50591a07da953777924ec9fcb081c9",5,"missing",NA,NA
"405","SS20-221-b","SS20-221",2,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",19993,"predator DNA","species","Carcinus maenas"
"406","SS20-221-b","SS20-221",2,"Drayton Harbor","whole crab","88808c212aba563b539504c1d48c871cf7faa9bd",23,"predator DNA","species","Carcinus maenas"
"407","SS20-221-b","SS20-221",2,"Drayton Harbor","whole crab","66baf62fa9d82254a050652e2c3e4147b20cef31",27,"predator DNA","species","Carcinus maenas"
"408","SS20-221-b","SS20-221",2,"Drayton Harbor","whole crab","001dda642211b135c603f7139e5e3061b31b42aa",5,"missing",NA,NA
"409","SS20-221-b","SS20-221",2,"Drayton Harbor","whole crab","96ef70c6fca74e85e26f2f4e700a0b0d042939b8",15,"predator DNA","species","Carcinus maenas"
"410","SS20-221-b","SS20-221",2,"Drayton Harbor","whole crab","2e6d87c75fd5461ad2ceeeb7837d39cef753c1c4",5,"missing",NA,NA
"411","SS20-221-c","SS20-221",3,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",33421,"predator DNA","species","Carcinus maenas"
"412","SS20-221-c","SS20-221",3,"Drayton Harbor","whole crab","88808c212aba563b539504c1d48c871cf7faa9bd",28,"predator DNA","species","Carcinus maenas"
"413","SS20-221-c","SS20-221",3,"Drayton Harbor","whole crab","245984f52208cb4e1405e89d21f4273c723f23e5",13,"predator DNA","species","Carcinus maenas"
"414","SS20-221-c","SS20-221",3,"Drayton Harbor","whole crab","66baf62fa9d82254a050652e2c3e4147b20cef31",16,"predator DNA","species","Carcinus maenas"
"415","SS20-221-c","SS20-221",3,"Drayton Harbor","whole crab","001dda642211b135c603f7139e5e3061b31b42aa",8,"missing",NA,NA
"416","SS20-233-a","SS20-233",1,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",5967,"predator DNA","species","Carcinus maenas"
"417","SS20-233-b","SS20-233",2,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",3428,"predator DNA","species","Carcinus maenas"
"418","SS20-233-c","SS20-233",3,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",4540,"predator DNA","species","Carcinus maenas"
"419","SS20-331-a","SS20-331",1,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",27462,"predator DNA","species","Carcinus maenas"
"420","SS20-331-a","SS20-331",1,"Drayton Harbor","whole crab","66baf62fa9d82254a050652e2c3e4147b20cef31",8,"predator DNA","species","Carcinus maenas"
"421","SS20-331-a","SS20-331",1,"Drayton Harbor","whole crab","001dda642211b135c603f7139e5e3061b31b42aa",5,"missing",NA,NA
"422","SS20-331-a","SS20-331",1,"Drayton Harbor","whole crab","190c5c7ff870a395e2e54238961dee6f3300e56c",10,"incidental ingestion","species","Euchlanis dilatata"
"423","SS20-331-a","SS20-331",1,"Drayton Harbor","whole crab","ccac27fa9a5a7510b72efe0686c956489ca447b4",7,"incidental ingestion","species","Pseudo-nitzschia cuspidata"
"424","SS20-331-a","SS20-331",1,"Drayton Harbor","whole crab","5b4075ce56490df59de754da1f79be2473112a43",6,"retained","species","Kurtiella bidentata"
"425","SS20-331-b","SS20-331",2,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",24599,"predator DNA","species","Carcinus maenas"
"426","SS20-331-b","SS20-331",2,"Drayton Harbor","whole crab","88808c212aba563b539504c1d48c871cf7faa9bd",20,"predator DNA","species","Carcinus maenas"
"427","SS20-331-b","SS20-331",2,"Drayton Harbor","whole crab","f44554ad035b01f44bfa4b4ce67e43e8f9c67025",40,"predator DNA","species","Carcinus maenas"
"428","SS20-331-b","SS20-331",2,"Drayton Harbor","whole crab","033639e5010e9069ffb163478b59bf12b33b041a",8,"predator DNA","species","Carcinus maenas"
"429","SS20-331-b","SS20-331",2,"Drayton Harbor","whole crab","001dda642211b135c603f7139e5e3061b31b42aa",6,"missing",NA,NA
"430","SS20-331-b","SS20-331",2,"Drayton Harbor","whole crab","3eb2acecad61fa97fafc0bcb18868c2cfb56bf52",20,"incidental ingestion","class","Eurotatoria"
"431","SS20-331-b","SS20-331",2,"Drayton Harbor","whole crab","d52943c38d870b816b20d4e8b74bb1a6b1bb156f",7,"missing",NA,NA
"432","SS20-331-c","SS20-331",3,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",16474,"predator DNA","species","Carcinus maenas"
"433","SS20-331-c","SS20-331",3,"Drayton Harbor","whole crab","033639e5010e9069ffb163478b59bf12b33b041a",14,"predator DNA","species","Carcinus maenas"
"434","SS20-331-c","SS20-331",3,"Drayton Harbor","whole crab","f80c71e33339c6a16bcce1ad39d1f7b6e83419b2",7,"missing",NA,NA
"435","SS20-331-c","SS20-331",3,"Drayton Harbor","whole crab","04b8cb64c29ec26658b3dafeadf9071860d14c3e",5,"missing",NA,NA
"436","SS20-349-a","SS20-349",1,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",36993,"predator DNA","species","Carcinus maenas"
"437","SS20-349-a","SS20-349",1,"Drayton Harbor","whole crab","dd39321bcb93467e907816e5139b76f32d9143f1",4,"predator DNA","species","Carcinus maenas"
"438","SS20-349-a","SS20-349",1,"Drayton Harbor","whole crab","d6c8378e990d57650e99dc5c50b274fda0713f33",9,"missing",NA,NA
"439","SS20-349-a","SS20-349",1,"Drayton Harbor","whole crab","c6e4f1462a1a322d89cdb18afdcef2fec05dd586",11,"missing",NA,NA
"440","SS20-349-a","SS20-349",1,"Drayton Harbor","whole crab","110ceec3c95452b4d1482308f2f46cad38e909ca",2,"non-target DNA","species","Vexillifera kereti"
"441","SS20-349-a","SS20-349",1,"Drayton Harbor","whole crab","ecc01c12f169e2b4b5d33389b6b86d931d89ebb5",8,"non-target DNA","phylum","Ascomycota"
"442","SS20-349-a","SS20-349",1,"Drayton Harbor","whole crab","c6a2e8f9afa9ba2ea81419652778634ab6159540",5,"retained","family","Anisopodidae"
"443","SS20-349-a","SS20-349",1,"Drayton Harbor","whole crab","c6a2e8f9afa9ba2ea81419652778634ab6159540",5,"retained","genus","Sylvicola"
"444","SS20-349-a","SS20-349",1,"Drayton Harbor","whole crab","6ec459e4689025978c7dbe70a609b9749a19dd44",4,"missing",NA,NA
"445","SS20-349-b","SS20-349",2,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",36956,"predator DNA","species","Carcinus maenas"
"446","SS20-349-b","SS20-349",2,"Drayton Harbor","whole crab","dd39321bcb93467e907816e5139b76f32d9143f1",2,"predator DNA","species","Carcinus maenas"
"447","SS20-349-b","SS20-349",2,"Drayton Harbor","whole crab","e6fd346fbf7ad638f5d4e639d438226cfb646f9b",9,"missing",NA,NA
"448","SS20-349-b","SS20-349",2,"Drayton Harbor","whole crab","c6e4f1462a1a322d89cdb18afdcef2fec05dd586",5,"missing",NA,NA
"449","SS20-349-b","SS20-349",2,"Drayton Harbor","whole crab","39dbec7c922cdbc32785633181da722339000817",2,"missing",NA,NA
"450","SS20-349-c","SS20-349",3,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",49645,"predator DNA","species","Carcinus maenas"
"451","SS20-349-c","SS20-349",3,"Drayton Harbor","whole crab","f44554ad035b01f44bfa4b4ce67e43e8f9c67025",28,"predator DNA","species","Carcinus maenas"
"452","SS20-349-c","SS20-349",3,"Drayton Harbor","whole crab","033639e5010e9069ffb163478b59bf12b33b041a",3,"predator DNA","species","Carcinus maenas"
"453","SS20-349-c","SS20-349",3,"Drayton Harbor","whole crab","f80c71e33339c6a16bcce1ad39d1f7b6e83419b2",6,"missing",NA,NA
"454","SS20-349-c","SS20-349",3,"Drayton Harbor","whole crab","dd39321bcb93467e907816e5139b76f32d9143f1",7,"predator DNA","species","Carcinus maenas"
"455","SS20-349-c","SS20-349",3,"Drayton Harbor","whole crab","d86bb3e2dbdf16ab1b5f63eb612cf6f23ec1ce16",24,"predator DNA","species","Carcinus maenas"
"456","SS20-349-c","SS20-349",3,"Drayton Harbor","whole crab","cf80f52a14424558e610407c59ed62021d7afac6",5,"missing",NA,NA
"457","SS20-349-c","SS20-349",3,"Drayton Harbor","whole crab","421083529fdee5a061aa66b689aed64b49cb00fb",13,"non-target DNA","phylum","Oomycota"
"458","SS20-349-c","SS20-349",3,"Drayton Harbor","whole crab","110ceec3c95452b4d1482308f2f46cad38e909ca",4,"non-target DNA","species","Vexillifera kereti"
"459","SS20-349-c","SS20-349",3,"Drayton Harbor","whole crab","aae8bd96f1c8928ca9793309b35763f9fb7160e0",2,"missing",NA,NA
"460","SS20-216-a","SS20-216",1,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",8404,"predator DNA","species","Carcinus maenas"
"461","SS20-216-a","SS20-216",1,"Drayton Harbor","whole crab","001dda642211b135c603f7139e5e3061b31b42aa",16,"missing",NA,NA
"462","SS20-216-a","SS20-216",1,"Drayton Harbor","whole crab","003a350f747a9ef6367161747466e888a496e85b",12,"missing",NA,NA
"463","SS20-216-a","SS20-216",1,"Drayton Harbor","whole crab","22346b7270b7e42d401d76c3e966365ac807bc59",18,"missing",NA,NA
"464","SS20-216-a","SS20-216",1,"Drayton Harbor","whole crab","2d43350f7b541e79eb603d7a2ae23f31875f92e3",8,"missing",NA,NA
"465","SS20-216-a","SS20-216",1,"Drayton Harbor","whole crab","110ceec3c95452b4d1482308f2f46cad38e909ca",4,"non-target DNA","species","Vexillifera kereti"
"466","SS20-216-a","SS20-216",1,"Drayton Harbor","whole crab","38b61147b060e3ac4d4c191b815a8dfa6c312ebc",6,"missing",NA,NA
"467","SS20-216-b","SS20-216",2,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",7388,"predator DNA","species","Carcinus maenas"
"468","SS20-216-b","SS20-216",2,"Drayton Harbor","whole crab","bc466c6f3038dfb0a5ebe44d1f18efca815f3b1d",36,"missing",NA,NA
"469","SS20-216-b","SS20-216",2,"Drayton Harbor","whole crab","ffa9af3c2e6fcacb587d5aa3b7b6b27b726ffdfb",5,"retained","species","Cymatogaster aggregata"
"470","SS20-216-b","SS20-216",2,"Drayton Harbor","whole crab","23d5badbb5df54d48f2da2bbf447101b6ff4c0b9",5,"retained","family","Naididae"
"471","SS20-216-c","SS20-216",3,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",11987,"predator DNA","species","Carcinus maenas"
"472","SS20-216-c","SS20-216",3,"Drayton Harbor","whole crab","19ff76dc44fc872abc86ab446e637b082ede9e30",5,"non-target DNA","species","Hematodinium sp."
"473","SS20-216-c","SS20-216",3,"Drayton Harbor","whole crab","033639e5010e9069ffb163478b59bf12b33b041a",112,"predator DNA","species","Carcinus maenas"
"474","SS20-216-c","SS20-216",3,"Drayton Harbor","whole crab","69f6c969160e30013383c61f617588c919753b77",196,"missing",NA,NA
"475","SS20-216-c","SS20-216",3,"Drayton Harbor","whole crab","dd39321bcb93467e907816e5139b76f32d9143f1",6,"predator DNA","species","Carcinus maenas"
"476","SS20-216-c","SS20-216",3,"Drayton Harbor","whole crab","2d43350f7b541e79eb603d7a2ae23f31875f92e3",32,"missing",NA,NA
"477","SS20-216-c","SS20-216",3,"Drayton Harbor","whole crab","41d152bd2bd21e8930ff3c1846eb91bc531a0f1e",24,"predator DNA","species","Carcinus maenas"
"478","SS20-216-c","SS20-216",3,"Drayton Harbor","whole crab","ffa9af3c2e6fcacb587d5aa3b7b6b27b726ffdfb",16,"retained","species","Cymatogaster aggregata"
"479","SS20-216-c","SS20-216",3,"Drayton Harbor","whole crab","1b58a5b3b7b1e5473a63c409ffb33dcefb704a14",6,"missing",NA,NA
"480","SS20-216-c","SS20-216",3,"Drayton Harbor","whole crab","e68323f205cf9f8810a2cdef429b2f0977fc73dc",3,"missing",NA,NA
"481","SS20-216-c","SS20-216",3,"Drayton Harbor","whole crab","cda0606590f83ae0f21880362c1bdd29354fee3e",2,"missing",NA,NA
"482","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","538d38a10b39504ac841b298f510440aec3e5c27",47285,"predator DNA","species","Carcinus maenas"
"483","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","033639e5010e9069ffb163478b59bf12b33b041a",54,"predator DNA","species","Carcinus maenas"
"484","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","314ed3efab1a4445db27864bd89610f7cd52e1ca",720,"missing",NA,NA
"485","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","97f80d7f6b6358d8650fa3e83fd2365206cec710",420,"retained","species","Batillaria attramentaria"
"486","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","af16bf2f97c583b1ded277f88daace8aa697e979",65,"missing",NA,NA
"487","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","96ef70c6fca74e85e26f2f4e700a0b0d042939b8",62,"predator DNA","species","Carcinus maenas"
"488","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","3d17e6bd4ace8ab34bce189e8dbdba9c9f5859ed",345,"retained","species","Kurtiella bidentata"
"489","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","95a159a1591f407043ad5dffc5897489728d8111",38,"missing",NA,NA
"490","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","b7ce278a1cdbfcb859c1d55b4c8d54fcb8b22d12",74,"non-target DNA","class","Dinophyceae"
"491","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","6a99fd58804dc91e9e2b837431362741c8708900",51,"non-target DNA","class","Dothideomycetes"
"492","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","0cf5d9d9c99cd0d110c59e29d0c921fd3d086000",209,"predator DNA","species","Carcinus maenas"
"493","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","f8369a552f325816430945aa3dfd9a5d8673d539",78,"retained","order","Leptothecata"
"494","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","afa10c03beb826e2d95e8df0243f6c29ff4ae6f5",102,"incidental ingestion","phylum","Bacillariophyta"
"495","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","701de5496b24ad78edb3fb8d54d294fb325285af",65,"non-target DNA","class","Dinophyceae"
"496","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","88523604f2abc88803c30d35f591b7a87383f12f",76,"missing",NA,NA
"497","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","dd39321bcb93467e907816e5139b76f32d9143f1",8,"predator DNA","species","Carcinus maenas"
"498","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","8d197bd15722a2601613aa8b9ddbfa647da50af7",74,"missing",NA,NA
"499","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","ab64601d52e4bdc6855086ab6494cb0c51bdcaef",63,"missing",NA,NA
"500","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","43a450bad25d73f6efce6e4b8a783e85d54e39c6",103,"missing",NA,NA
"501","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","de976abdf62c50f1482a7d49e2f4787e7a4c4a15",114,"retained","species","Ampithoe valida"
"502","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","3aa2daf73b89f140751dc0ee403d632bcf6c1729",37,"missing",NA,NA
"503","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","ec5a962f4dbb921aa915a11c6ebf57f86e8ef20a",94,"non-target DNA","order","Hypocreales"
"504","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","ae10af5cfba10a098e86c4d7db7aa170671c1a8a",28,"non-target DNA","species","Heterocapsa rotundata"
"505","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","ca0c6c77a396bfa80b2ff044eb300cdc6cfe46d8",84,"retained","species","Mytilus trossulus"
"506","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","93f5711a67d6365310d4b30f2243e3d84dc17088",78,"missing",NA,NA
"507","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","4db7fc5cafa31f3cd393e04977faead7e2eec40e",24,"incidental ingestion","species","Cymbomonas tetramitiformis"
"508","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","dc34e94bd5439da3754292d7fd9c187bf4b8c1fe",19,"retained","species","Rhizaria sp."
"509","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","8c965c7c938c0766ad9f4a472aba42a3cb0a6923",65,"missing",NA,NA
"510","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","b577a7c91428ab2bffeeb9f28e1bc4681ad23b33",57,"missing",NA,NA
"511","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","2c81228ab39b514525d474ad21fc7bff12663b9f",60,"non-target DNA","class","Leotiomycetes"
"512","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","49f3860c3bfcdf72fae55203367fb01a5a27ca53",51,"non-target DNA","species","Heterocapsa rotundata"
"513","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","93b1a402f944324962d7a939035eb04753ead8b7",16,"in control","species","Homo sapiens"
"514","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","ce96320f1d922690f947f3171b6e7366c3d8492f",37,"non-target DNA","phylum","Ascomycota"
"515","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","584f26da756c0bf2ae5d8098bc10cc12569937c5",16,"non-target DNA","class","Dinophyceae"
"516","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","22b7a5a3da3dd070c55afe21fb442448d6fa2905",42,"missing",NA,NA
"517","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","1a0f1937e47c3b1005fdea97d2af450c374f4c41",39,"missing",NA,NA
"518","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","2f4023ac4a77e70a3a3885e6fcb30af0d77f1921",8,"missing",NA,NA
"519","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","bdbe960e4273c14243ea32eebc40ba40fa6a2824",28,"incidental ingestion","class","Coscinodiscophyceae"
"520","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","3c63055b99601b92ff182d1db81fbc9d6875bb79",36,"missing",NA,NA
"521","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","fbc80478e4ab303809c6afd6f703d1b6d0488088",9,"non-target DNA","family","Sporidiobolaceae"
"522","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","255710ad982a8de0248b9d903d51aca64fb8e807",13,"non-target DNA","order","Suessiales"
"523","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","0ce74050b15681edee10bddb3025bd8cb6702457",6,"missing",NA,NA
"524","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","34b6f9eccb1f3dd653c2ba0e4f95d63b2f0f8a2d",14,"missing",NA,NA
"525","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","f5ae768086e009bac68ef33e204d983eab75fd21",21,"missing",NA,NA
"526","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","6102d0ea08ba8295807eda627108e4d8bdea5a59",16,"missing",NA,NA
"527","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","b96fcc7676174dcd6c80eecfa50d4d91d7984869",9,"missing",NA,NA
"528","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","4f56fd49dd798ec5bb8045bb20e6ec4ae0892cf4",4,"incidental ingestion","class","Coscinodiscophyceae"
"529","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","0272c3eb8186c6d602eff1a21101920ddacee9b4",13,"missing",NA,NA
"530","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","7ad291e3e233c749d5a44f90d17e2509938de723",25,"missing",NA,NA
"531","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","4a8d975e3ce13510b323bccc90d38d0475b02c94",23,"retained","species","Mytilus trossulus"
"532","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","0a3cb90b79d85d7d5fa284753fe3883ef3526242",20,"missing",NA,NA
"533","SS20-330k-a","SS20-330k",1,"Drayton Harbor","whole crab","638409487899f7baee50325acd8fce1f8e86632b",19,"missing",NA,NA
